"","male","race_white","race_black","race_american_indian","race_asian_pacificislander","race_other","hispanic","grade","fam_income","fam_logincome","gen_health","close_to_people","part_of_school","students_prejudiced","happy_at_school","teachers_fair","school_feels_safe"
"1",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,55000,10.9151066458675,"(3) (3) Good",NA,NA,NA,NA,NA,NA
"2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(4) (4) Fair",2,2,3,2,5,4
"3",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,45000,10.7144399907278,"(4) (4) Fair",2,2,2,1,4,2
"4",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,9000,9.10509096125709,"(4) (4) Fair",2,1,4,4,4,4
"5",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,2000,7.60140233458373,"(3) (3) Good",2,1,2,1,2,2
"6",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,70000,11.1562648066437,"(3) (3) Good",2,1,4,2,3,1
"7",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,50000,10.8197982842103,"(4) (4) Fair",5,2,3,2,3,5
"8",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,7000,8.8538082749772,"(1) (1) Excellent",3,4,2,4,3,2
"9",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,10000,9.21044036697652,"(2) (2) Very good",5,3,5,3,2,2
"10",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,45000,10.7144399907278,"(2) (2) Very good",3,2,5,3,2,3
"11",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,32000,10.3735224312936,"(1) (1) Excellent",2,2,4,2,3,4
"12",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,12000,9.39274525863144,"(3) (3) Good",2,2,4,2,2,2
"13",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,49000,10.7995959850478,"(2) (2) Very good",2,2,2,2,2,2
"14",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,24000,10.0858507751287,"(2) (2) Very good",3,3,4,5,1,1
"15",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,40000,10.5966597327836,"(1) (1) Excellent",2,2,5,2,2,2
"16",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,22000,9.99884318585288,"(3) (3) Good",3,2,3,1,4,2
"17",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,110000,11.6082447356423,"(2) (2) Very good",2,2,4,1,1,2
"18",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,75000,11.2252567257629,"(2) (2) Very good",2,2,4,2,3,2
"19",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,11,NA,NA,"(2) (2) Very good",3,2,3,2,2,2
"20",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(3) (3) Good",2,2,2,4,2,2
"21",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,1e+05,11.5129354649202,"(1) (1) Excellent",2,2,1,2,2,3
"22",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,8,9000,9.10509096125709,"(2) (2) Very good",2,2,4,2,3,2
"23",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,72000,11.1844352867906,"(3) (3) Good",4,1,5,2,3,1
"24",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,20000,9.90353755128617,"(1) (1) Excellent",2,1,3,1,1,3
"25",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,27000,10.2036291813376,"(2) (2) Very good",3,2,5,3,3,3
"26",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,NA,NA,"(1) (1) Excellent",2,2,1,3,3,4
"27",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,10,NA,NA,"(2) (2) Very good",3,3,3,3,3,3
"28",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,10,2000,7.60140233458373,"(1) (1) Excellent",3,2,5,2,3,2
"29",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,12000,9.39274525863144,"(3) (3) Good",2,1,3,2,2,2
"30",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,1e+05,11.5129354649202,"(1) (1) Excellent",3,3,4,3,4,3
"31",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,75000,11.2252567257629,"(3) (3) Good",4,4,3,4,2,4
"32",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,20000,9.90353755128617,"(2) (2) Very good",4,3,5,5,5,5
"33",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,NA,NA,"(2) (2) Very good",2,2,3,5,2,2
"34",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,27000,10.2036291813376,"(4) (4) Fair",3,2,4,5,3,2
"35",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9,26000,10.1658902778025,"(2) (2) Very good",2,2,4,1,2,2
"36",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,50000,10.8197982842103,"(5) (5) Poor",2,2,1,2,4,4
"37",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,1e+05,11.5129354649202,"(2) (2) Very good",3,3,4,3,3,2
"38",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,35000,10.463131911492,"(3) (3) Good",4,4,3,1,3,4
"39",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,7,20000,9.90353755128617,"(3) (3) Good",3,3,2,3,3,4
"40",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,7,NA,NA,"(2) (2) Very good",4,2,2,5,4,2
"41",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,10000,9.21044036697652,"(1) (1) Excellent",3,2,3,5,4,2
"42",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9,70000,11.1562648066437,"(2) (2) Very good",1,1,1,2,2,2
"43",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,30000,10.3089859934221,"(1) (1) Excellent",2,1,3,2,3,3
"44",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(2) (2) Very good",2,2,4,1,2,4
"45",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,7,58000,10.9682155307592,"(2) (2) Very good",2,2,5,2,3,1
"46",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,10,10000,9.21044036697652,"(2) (2) Very good",2,4,4,4,3,2
"47",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,20000,9.90353755128617,"(3) (3) Good",2,2,1,2,5,3
"48",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"(3) (3) Good",NA,NA,NA,NA,NA,NA
"49",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,7,14000,9.54688403461792,"(1) (1) Excellent",2,2,4,2,4,2
"50",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,18000,9.7981825908907,"(4) (4) Fair",3,1,5,1,2,2
"51",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,43000,10.6689786502192,"(3) (3) Good",2,2,4,3,4,3
"52",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7,36000,10.4913019948302,"(2) (2) Very good",4,5,1,3,5,2
"53",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,140000,11.8494048444231,"(3) (3) Good",4,4,3,2,4,2
"54",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,20000,9.90353755128617,"(3) (3) Good",2,2,3,2,3,2
"55",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,30000,10.3089859934221,"(2) (2) Very good",2,2,4,1,2,2
"56",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,90000,11.4075760603618,"(1) (1) Excellent",2,1,1,1,2,2
"57",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8,50000,10.8197982842103,"(2) (2) Very good",2,2,3,2,3,2
"58",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9,NA,NA,"(1) (1) Excellent",2,1,4,1,4,1
"59",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(2) (2) Very good",1,1,2,2,2,2
"60",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,40000,10.5966597327836,"(3) (3) Good",2,5,1,5,4,1
"61",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,NA,NA,"(3) (3) Good",1,1,4,1,4,5
"62",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,"(3) (3) Good",2,2,3,3,3,2
"63",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,45000,10.7144399907278,"(2) (2) Very good",2,2,5,2,3,2
"64",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,25000,10.1266711030504,"(1) (1) Excellent",2,1,1,1,1,1
"65",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,14000,9.54688403461792,"(3) (3) Good",1,1,4,2,2,2
"66",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(1) (1) Excellent",5,3,5,5,1,1
"67",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,65000,11.0821579333748,"(1) (1) Excellent",1,2,3,1,1,2
"68",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,51000,10.8396005193574,"(2) (2) Very good",2,2,4,1,1,1
"69",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,32000,10.3735224312936,"(2) (2) Very good",1,1,4,2,3,2
"70",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,"(1) (1) Excellent",1,1,4,4,4,2
"71",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,25000,10.1266711030504,"(2) (2) Very good",4,2,4,2,5,3
"72",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(1) (1) Excellent",1,1,5,1,1,1
"73",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,108000,11.5898957653227,"(3) (3) Good",2,2,1,1,2,3
"74",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,70000,11.1562648066437,"(3) (3) Good",3,4,3,4,2,3
"75",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,12000,9.39274525863144,"(2) (2) Very good",4,2,4,4,2,2
"76",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,65000,11.0821579333748,"(2) (2) Very good",3,2,3,2,4,2
"77",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,NA,NA,"(1) (1) Excellent",3,4,2,2,3,2
"78",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,11000,9.30574145673943,"(3) (3) Good",2,2,4,2,2,2
"79",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,16000,9.68040649926887,"(1) (1) Excellent",2,3,3,3,2,2
"80",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,53000,10.8780660602808,"(2) (2) Very good",2,2,4,1,2,2
"81",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(2) (2) Very good",3,3,5,3,4,4
"82",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,1e+05,11.5129354649202,"(2) (2) Very good",2,1,2,1,3,2
"83",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,4000,8.29429960885724,"(2) (2) Very good",1,1,2,2,4,2
"84",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,18000,9.7981825908907,"(3) (3) Good",2,2,3,2,3,2
"85",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,45000,10.7144399907278,"(1) (1) Excellent",3,3,3,3,3,3
"86",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,35000,10.463131911492,"(2) (2) Very good",3,2,3,2,2,1
"87",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,6000,8.69968140098951,"(2) (2) Very good",3,5,3,3,2,2
"88",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",2,2,3,1,1,1
"89",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,"(1) (1) Excellent",4,3,3,2,2,2
"90",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,30000,10.3089859934221,"(1) (1) Excellent",2,3,2,3,4,2
"91",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,"(2) (2) Very good",NA,NA,NA,NA,NA,NA
"92",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,50000,10.8197982842103,"(2) (2) Very good",2,2,1,3,4,2
"93",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,73000,11.1982284186668,"(2) (2) Very good",2,2,4,1,3,1
"94",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,20000,9.90353755128617,"(1) (1) Excellent",1,2,5,1,2,2
"95",FALSE,NA,NA,NA,NA,NA,TRUE,9,250000,12.4292201968364,"(3) (3) Good",2,2,2,2,2,2
"96",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,9,NA,NA,"(3) (3) Good",1,2,2,2,2,1
"97",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,50000,10.8197982842103,"(1) (1) Excellent",2,3,2,1,2,2
"98",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,40000,10.5966597327836,"(3) (3) Good",4,2,2,4,1,3
"99",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12,40000,10.5966597327836,"(1) (1) Excellent",3,2,1,2,3,4
"100",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,11,33000,10.4042931430198,"(4) (4) Fair",1,1,4,1,1,1
"101",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,11,27000,10.2036291813376,"(3) (3) Good",3,4,5,5,5,5
"102",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,41000,10.6213517356329,"(1) (1) Excellent",1,1,3,1,5,1
"103",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,9,22000,9.99884318585288,"(2) (2) Very good",2,2,2,2,2,1
"104",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,35000,10.463131911492,"(4) (4) Fair",2,4,2,2,4,2
"105",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,85000,11.3504183001091,"(2) (2) Very good",2,2,2,2,2,2
"106",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,22000,9.99884318585288,"(3) (3) Good",3,2,2,4,4,5
"107",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,24000,10.0858507751287,"(3) (3) Good",2,2,3,2,3,2
"108",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",2,2,4,2,4,2
"109",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,5e+05,13.1223653774023,"(1) (1) Excellent",2,2,2,2,1,2
"110",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,14000,9.54688403461792,"(3) (3) Good",1,1,4,1,2,2
"111",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(1) (1) Excellent",2,2,4,2,2,2
"112",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(4) (4) Fair",5,4,3,5,4,4
"113",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,11,12000,9.39274525863144,"(1) (1) Excellent",3,3,3,4,3,4
"114",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(3) (3) Good",2,2,2,2,2,3
"115",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12,24000,10.0858507751287,"(2) (2) Very good",3,3,3,2,3,2
"116",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,NA,NA,"(2) (2) Very good",2,2,2,2,2,2
"117",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,75000,11.2252567257629,"(2) (2) Very good",2,2,2,2,2,1
"118",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,50000,10.8197982842103,"(2) (2) Very good",2,2,2,2,1,2
"119",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,NA,NA,"(1) (1) Excellent",2,2,2,2,2,2
"120",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(2) (2) Very good",1,2,4,1,2,2
"121",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,78000,11.2644769261024,"(3) (3) Good",2,3,4,2,2,3
"122",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(3) (3) Good",4,2,4,2,4,3
"123",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",3,1,2,2,4,4
"124",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,30000,10.3089859934221,"(1) (1) Excellent",1,4,1,3,5,1
"125",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,20000,9.90353755128617,"(2) (2) Very good",1,1,3,1,1,1
"126",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,NA,NA,"(3) (3) Good",2,2,1,3,2,5
"127",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(4) (4) Fair",3,2,4,2,4,3
"128",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,30000,10.3089859934221,"(1) (1) Excellent",2,2,4,4,4,2
"129",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(1) (1) Excellent",1,1,4,2,1,1
"130",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,30000,10.3089859934221,"(3) (3) Good",3,2,3,2,3,3
"131",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,70000,11.1562648066437,"(2) (2) Very good",1,1,5,1,1,1
"132",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,28000,10.2399955028053,"(1) (1) Excellent",5,2,4,4,2,2
"133",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,150000,11.9183972397228,"(1) (1) Excellent",1,1,1,2,4,4
"134",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,25000,10.1266711030504,"(3) (3) Good",2,3,4,3,2,2
"135",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,7,15000,9.61587214452889,"(2) (2) Very good",3,2,3,3,2,1
"136",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,0,0,"(2) (2) Very good",5,5,1,5,2,2
"137",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,57000,10.9508240905224,"(2) (2) Very good",2,2,2,2,4,3
"138",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,112000,11.6262630788088,"(2) (2) Very good",3,2,3,1,4,3
"139",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,NA,NA,"(3) (3) Good",3,2,4,2,2,2
"140",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(3) (3) Good",3,2,2,5,4,2
"141",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,80000,11.2897944135779,"(4) (4) Fair",1,1,1,2,3,4
"142",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,18000,9.7981825908907,"(1) (1) Excellent",2,2,3,4,3,5
"143",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8,NA,NA,"(2) (2) Very good",1,1,4,2,2,2
"144",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,9,13000,9.47278155656217,"(1) (1) Excellent",2,2,3,4,4,4
"145",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,8,NA,NA,"(2) (2) Very good",3,2,2,1,3,2
"146",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,40000,10.5966597327836,"(1) (1) Excellent",3,2,4,4,3,4
"147",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,7,8000,8.98732181285012,"(1) (1) Excellent",1,2,4,2,2,2
"148",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,25000,10.1266711030504,"(3) (3) Good",3,3,4,2,2,2
"149",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,"(2) (2) Very good",2,2,4,2,1,2
"150",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,48000,10.7789771230064,"(5) (5) Poor",3,5,1,1,3,3
"151",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,65000,11.0821579333748,"(4) (4) Fair",1,5,1,5,5,3
"152",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,"(4) (4) Fair",2,4,2,2,4,2
"153",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(1) (1) Excellent",2,2,4,2,2,2
"154",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,65000,11.0821579333748,"(4) (4) Fair",2,2,1,2,4,3
"155",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,"(3) (3) Good",2,3,4,2,2,2
"156",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,14000,9.54688403461792,"(2) (2) Very good",2,4,2,4,4,2
"157",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,10,59000,10.9853096718968,"(2) (2) Very good",1,1,3,1,2,1
"158",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,7,80000,11.2897944135779,"(2) (2) Very good",2,2,5,3,3,2
"159",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,75000,11.2252567257629,"(2) (2) Very good",1,1,3,1,2,1
"160",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,7,58000,10.9682155307592,"(2) (2) Very good",2,2,2,2,5,4
"161",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,8000,8.98732181285012,"(3) (3) Good",4,3,4,5,4,1
"162",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,85000,11.3504183001091,"(2) (2) Very good",1,1,4,1,2,1
"163",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,9000,9.10509096125709,"(3) (3) Good",NA,NA,NA,NA,NA,NA
"164",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9,NA,NA,"(4) (4) Fair",4,4,1,5,2,5
"165",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9,3000,8.00670084544037,"(3) (3) Good",3,4,4,4,4,4
"166",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,35000,10.463131911492,"(1) (1) Excellent",1,1,2,1,1,1
"167",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,46000,10.7364184143654,"(1) (1) Excellent",3,2,2,2,4,4
"168",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,45000,10.7144399907278,"(3) (3) Good",2,2,4,5,3,2
"169",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,5000,8.5173931714189,"(2) (2) Very good",2,1,3,2,3,3
"170",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(3) (3) Good",2,4,1,3,3,2
"171",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",2,4,1,4,4,2
"172",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,25000,10.1266711030504,"(1) (1) Excellent",1,1,3,1,1,1
"173",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,31000,10.3417747410115,"(1) (1) Excellent",1,2,3,2,3,2
"174",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,63000,11.0509058782636,"(3) (3) Good",3,2,2,3,2,2
"175",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,55000,10.9151066458675,"(1) (1) Excellent",1,1,3,1,2,3
"176",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,11,28000,10.2399955028053,"(1) (1) Excellent",1,1,3,1,1,3
"177",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,"(3) (3) Good",NA,NA,NA,NA,NA,NA
"178",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,25000,10.1266711030504,"(3) (3) Good",3,2,3,3,4,3
"179",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(3) (3) Good",3,2,2,2,2,2
"180",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,1e+05,11.5129354649202,"(2) (2) Very good",3,3,1,4,4,4
"181",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,42000,10.6454487065059,"(2) (2) Very good",2,2,3,2,2,1
"182",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",2,2,3,2,3,1
"183",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,35000,10.463131911492,"(2) (2) Very good",2,2,1,1,2,2
"184",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,60000,11.002116507732,"(3) (3) Good",2,2,4,2,3,2
"185",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,6000,8.69968140098951,"(1) (1) Excellent",1,1,1,1,3,3
"186",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(3) (3) Good",5,4,3,5,2,2
"187",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,75000,11.2252567257629,"(2) (2) Very good",3,3,2,3,2,2
"188",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,34000,10.4341452149305,"(2) (2) Very good",3,3,2,4,2,3
"189",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,25000,10.1266711030504,"(3) (3) Good",2,2,3,2,3,2
"190",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12,20000,9.90353755128617,"(3) (3) Good",4,3,2,2,3,3
