"","male","race_white","race_black","race_american_indian","race_asian_pacificislander","race_other","hispanic","grade","fam_income","fam_logincome","gen_health","close_to_people","part_of_school","students_prejudiced","happy_at_school","teachers_fair","school_feels_safe"
"1098",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,"(3) (3) Good",NA,NA,NA,NA,NA,NA
"1099",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,12000,9.39274525863144,"(1) (1) Excellent",2,1,4,1,1,1
"1100",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,55000,10.9151066458675,"(2) (2) Very good",5,2,3,3,4,3
"1101",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(1) (1) Excellent",1,1,4,1,1,1
"1102",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,15000,9.61587214452889,"(4) (4) Fair",2,2,3,2,5,5
"1103",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,10,40000,10.5966597327836,"(1) (1) Excellent",1,1,4,1,2,1
"1104",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,80000,11.2897944135779,"(2) (2) Very good",2,2,4,2,2,3
"1105",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,60000,11.002116507732,"(3) (3) Good",3,2,2,2,4,1
"1106",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,20000,9.90353755128617,"(2) (2) Very good",4,2,1,3,2,4
"1107",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,75000,11.2252567257629,"(2) (2) Very good",2,2,3,2,2,3
"1108",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,50000,10.8197982842103,"(3) (3) Good",5,5,1,5,5,3
"1109",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,92000,11.4295547255373,"(2) (2) Very good",2,2,4,2,2,1
"1110",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,60000,11.002116507732,"(1) (1) Excellent",2,2,2,1,2,2
"1111",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,60000,11.002116507732,"(1) (1) Excellent",1,1,2,1,3,4
"1112",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,70000,11.1562648066437,"(2) (2) Very good",5,3,2,4,3,3
"1113",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,50000,10.8197982842103,"(1) (1) Excellent",2,1,3,1,1,1
"1114",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(2) (2) Very good",2,2,3,3,3,2
"1115",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,150000,11.9183972397228,"(2) (2) Very good",3,2,4,3,1,2
"1116",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,12,80000,11.2897944135779,"(1) (1) Excellent",1,1,5,1,2,2
"1117",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(1) (1) Excellent",2,2,3,2,2,1
"1118",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(1) (1) Excellent",2,2,1,2,1,1
"1119",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,10,17000,9.74102744483773,"(2) (2) Very good",2,2,2,2,2,2
"1120",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9,1e+05,11.5129354649202,"(1) (1) Excellent",2,3,2,1,2,1
"1121",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,25000,10.1266711030504,"(2) (2) Very good",2,2,2,2,2,2
"1122",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,11,56000,10.9331248267007,"(1) (1) Excellent",1,1,2,1,1,3
"1123",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(3) (3) Good",3,4,2,5,4,2
"1124",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,60000,11.002116507732,"(2) (2) Very good",2,2,2,2,2,2
"1125",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8,20000,9.90353755128617,"(2) (2) Very good",2,4,4,2,2,2
"1126",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,21000,9.95232533461943,"(1) (1) Excellent",2,3,4,3,2,1
"1127",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,62000,11.0349057929294,"(2) (2) Very good",2,3,4,3,3,2
"1128",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,52000,10.8590182281479,"(2) (2) Very good",5,3,3,2,4,3
"1129",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,10,NA,NA,"(3) (3) Good",2,3,2,2,4,4
"1130",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,62000,11.0349057929294,"(2) (2) Very good",2,3,2,2,2,2
"1131",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,12,NA,NA,"(3) (3) Good",3,2,3,2,2,3
"1132",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,0,0,"(2) (2) Very good",3,2,2,4,2,2
"1133",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,120000,11.6952553550628,"(2) (2) Very good",3,3,2,2,3,4
"1134",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,10,NA,NA,"(2) (2) Very good",2,2,1,2,4,3
"1135",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,30000,10.3089859934221,"(2) (2) Very good",2,2,1,1,2,1
"1136",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,1e+05,11.5129354649202,"(1) (1) Excellent",1,3,2,1,2,2
"1137",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,77000,11.2515736877645,"(3) (3) Good",2,2,4,2,3,3
"1138",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,65000,11.0821579333748,"(3) (3) Good",2,4,4,4,2,2
"1139",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,9,93000,11.4403655247658,"(1) (1) Excellent",3,4,1,1,2,2
"1140",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(2) (2) Very good",1,2,4,3,3,2
"1141",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,NA,NA,"(3) (3) Good",2,2,4,2,2,1
"1142",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,65000,11.0821579333748,"(3) (3) Good",4,2,5,2,4,2
"1143",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(3) (3) Good",2,2,2,1,4,4
"1144",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,12,46000,10.7364184143654,"(4) (4) Fair",3,3,2,2,3,3
"1145",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,11,23000,10.043292972227,"(3) (3) Good",3,3,3,2,2,2
"1146",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,9,NA,NA,"(3) (3) Good",2,1,4,1,3,3
"1147",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,26000,10.1658902778025,"(2) (2) Very good",1,1,2,1,2,1
"1148",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,57000,10.9508240905224,"(4) (4) Fair",4,3,4,3,2,1
"1149",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,9,18000,9.7981825908907,"(3) (3) Good",3,3,2,2,2,4
"1150",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(3) (3) Good",2,2,3,2,4,2
"1151",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,NA,NA,"(1) (1) Excellent",3,2,3,1,1,1
"1152",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,120000,11.6952553550628,"(2) (2) Very good",3,2,2,2,1,1
"1153",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,11,10000,9.21044036697652,"(4) (4) Fair",2,2,4,1,4,2
"1154",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(1) (1) Excellent",2,1,4,1,2,1
"1155",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,4e+05,12.899222326087,"(3) (3) Good",2,2,4,4,4,2
"1156",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,0,0,"(2) (2) Very good",2,2,3,2,3,1
"1157",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,75000,11.2252567257629,"(2) (2) Very good",2,2,1,2,2,2
"1158",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,0,0,"(2) (2) Very good",2,3,2,2,5,3
"1159",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,1e+05,11.5129354649202,"(1) (1) Excellent",3,3,2,5,2,2
"1160",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,10,25000,10.1266711030504,"(3) (3) Good",4,2,4,2,3,3
"1161",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,43000,10.6689786502192,"(2) (2) Very good",2,2,2,2,2,3
"1162",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(2) (2) Very good",2,2,1,3,3,4
"1163",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,30000,10.3089859934221,"(3) (3) Good",2,2,1,2,4,3
"1164",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(2) (2) Very good",2,1,4,1,1,1
"1165",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,150000,11.9183972397228,"(2) (2) Very good",2,3,4,1,1,1
"1166",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,NA,NA,"(2) (2) Very good",2,2,3,3,2,1
"1167",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,57000,10.9508240905224,"(2) (2) Very good",4,3,1,5,3,1
"1168",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,"(1) (1) Excellent",1,2,4,1,1,1
"1169",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,11,60000,11.002116507732,"(1) (1) Excellent",3,5,1,3,2,2
"1170",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,11,32000,10.3735224312936,"(1) (1) Excellent",4,2,4,4,1,4
"1171",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,9,NA,NA,"(2) (2) Very good",2,2,4,2,2,2
"1172",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,"(1) (1) Excellent",1,1,4,1,1,2
"1173",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,10,30000,10.3089859934221,"(2) (2) Very good",2,2,4,2,2,2
"1174",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,NA,NA,"(2) (2) Very good",2,2,4,3,2,2
"1175",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,135000,11.8130374648005,"(4) (4) Fair",2,2,3,1,2,1
"1176",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(3) (3) Good",2,2,1,1,4,3
"1177",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(3) (3) Good",5,5,5,4,1,3
"1178",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,5000,8.5173931714189,"(2) (2) Very good",2,2,1,4,5,3
"1179",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,34000,10.4341452149305,"(1) (1) Excellent",1,1,2,1,1,1
"1180",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,1e+05,11.5129354649202,"(2) (2) Very good",2,2,3,2,2,2
"1181",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,40000,10.5966597327836,"(2) (2) Very good",4,4,2,2,5,4
"1182",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(4) (4) Fair",4,4,3,4,3,2
"1183",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(1) (1) Excellent",4,4,1,4,4,4
"1184",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(2) (2) Very good",5,2,1,4,4,3
"1185",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(2) (2) Very good",2,2,5,1,4,3
"1186",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(2) (2) Very good",2,2,5,2,2,2
"1187",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,18000,9.7981825908907,"(2) (2) Very good",1,1,1,4,3,4
"1188",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,41000,10.6213517356329,"(2) (2) Very good",2,2,2,1,4,2
"1189",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(2) (2) Very good",2,3,1,1,2,1
"1190",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,85000,11.3504183001091,"(2) (2) Very good",2,2,4,2,2,2
"1191",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,30000,10.3089859934221,"(3) (3) Good",2,2,3,2,3,2
"1192",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,14000,9.54688403461792,"(2) (2) Very good",1,3,4,2,3,3
"1193",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(1) (1) Excellent",2,2,4,2,2,2
"1194",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,42000,10.6454487065059,"(2) (2) Very good",2,1,1,2,2,2
"1195",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(1) (1) Excellent",2,2,3,2,4,2
"1196",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,17000,9.74102744483773,"(1) (1) Excellent",1,1,5,1,1,1
"1197",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(1) (1) Excellent",2,2,4,3,2,1
"1198",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,15000,9.61587214452889,"(1) (1) Excellent",2,2,2,2,2,2
"1199",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,70000,11.1562648066437,"(3) (3) Good",3,4,1,3,4,3
"1200",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,10000,9.21044036697652,"(3) (3) Good",2,2,2,2,2,2
"1201",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,10,NA,NA,"(2) (2) Very good",3,3,3,4,2,2
"1202",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,80000,11.2897944135779,"(2) (2) Very good",1,1,2,2,3,2
"1203",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,NA,NA,"(1) (1) Excellent",1,1,4,1,1,3
"1204",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",2,2,2,2,5,4
"1205",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,25000,10.1266711030504,"(3) (3) Good",4,3,2,4,4,1
"1206",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,32000,10.3735224312936,"(2) (2) Very good",NA,NA,NA,NA,NA,NA
"1207",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,35000,10.463131911492,"(2) (2) Very good",2,1,2,2,2,1
"1208",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,42000,10.6454487065059,"(2) (2) Very good",4,3,2,3,4,2
"1209",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,6000,8.69968140098951,"(4) (4) Fair",3,4,1,5,3,3
"1210",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,"(1) (1) Excellent",1,1,5,1,3,2
"1211",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(1) (1) Excellent",4,4,4,5,5,2
"1212",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,61000,11.0186455364637,"(4) (4) Fair",3,3,5,3,2,2
"1213",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(1) (1) Excellent",2,2,5,2,3,2
"1214",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,40000,10.5966597327836,"(4) (4) Fair",2,2,1,3,3,2
"1215",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(2) (2) Very good",2,2,1,2,2,2
"1216",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,"(3) (3) Good",NA,NA,NA,NA,NA,NA
"1217",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,14000,9.54688403461792,"(4) (4) Fair",2,1,4,1,2,2
"1218",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(3) (3) Good",2,1,4,2,1,1
"1219",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,15000,9.61587214452889,"(3) (3) Good",2,4,2,2,4,4
"1220",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,60000,11.002116507732,"(2) (2) Very good",3,2,3,2,2,2
"1221",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(3) (3) Good",1,1,4,5,5,2
"1222",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,40000,10.5966597327836,"(1) (1) Excellent",2,3,3,2,1,1
"1223",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,3000,8.00670084544037,"(1) (1) Excellent",1,1,4,1,1,1
"1224",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,"(2) (2) Very good",2,3,4,2,4,3
"1225",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,56000,10.9331248267007,"(3) (3) Good",3,2,5,2,2,2
"1226",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",3,3,3,2,5,2
"1227",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,7,9000,9.10509096125709,"(4) (4) Fair",2,1,3,2,2,1
"1228",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,23000,10.043292972227,"(2) (2) Very good",2,1,5,2,2,2
"1229",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,9,9000,9.10509096125709,"(2) (2) Very good",4,2,5,1,2,2
"1230",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,53000,10.8780660602808,"(2) (2) Very good",2,2,4,3,2,1
"1231",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",1,1,1,1,1,1
"1232",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,NA,NA,"(3) (3) Good",2,2,4,1,3,1
"1233",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,75000,11.2252567257629,"(1) (1) Excellent",2,2,4,2,2,2
"1234",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,70000,11.1562648066437,"(2) (2) Very good",2,4,NA,4,2,4
"1235",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(3) (3) Good",2,2,1,2,2,2
"1236",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,40000,10.5966597327836,"(1) (1) Excellent",1,1,2,1,1,1
"1237",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,35000,10.463131911492,"(2) (2) Very good",5,1,2,1,2,2
"1238",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,40000,10.5966597327836,"(1) (1) Excellent",4,4,5,2,3,1
"1239",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,75000,11.2252567257629,"(1) (1) Excellent",1,1,4,2,3,2
"1240",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,28000,10.2399955028053,"(1) (1) Excellent",2,1,4,1,1,3
"1241",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,55000,10.9151066458675,"(2) (2) Very good",2,2,4,2,5,3
"1242",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,120000,11.6952553550628,"(1) (1) Excellent",1,1,2,1,2,2
"1243",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,30000,10.3089859934221,"(2) (2) Very good",4,2,1,3,5,2
"1244",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,7000,8.8538082749772,"(5) (5) Poor",4,4,4,3,4,4
"1245",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,90000,11.4075760603618,"(1) (1) Excellent",2,2,1,2,3,3
"1246",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,20000,9.90353755128617,"(2) (2) Very good",2,1,3,1,1,1
"1247",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,NA,NA,"(2) (2) Very good",2,2,1,4,2,2
"1248",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",5,5,1,5,3,3
"1249",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(2) (2) Very good",2,1,2,2,4,4
"1250",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,10000,9.21044036697652,"(1) (1) Excellent",2,2,1,2,2,4
"1251",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,10,30000,10.3089859934221,"(2) (2) Very good",2,2,5,2,2,1
"1252",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7,NA,NA,"(2) (2) Very good",2,2,5,2,2,2
"1253",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,25000,10.1266711030504,"(1) (1) Excellent",2,1,2,4,4,2
"1254",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",2,1,5,3,3,1
"1255",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,45000,10.7144399907278,"(2) (2) Very good",2,3,2,1,2,3
"1256",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9,30000,10.3089859934221,"(1) (1) Excellent",1,1,4,1,1,1
"1257",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,7000,8.8538082749772,"(3) (3) Good",2,2,4,2,1,1
"1258",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,60000,11.002116507732,"(2) (2) Very good",5,3,2,4,3,1
"1259",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",3,2,2,4,1,1
"1260",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,45000,10.7144399907278,"(2) (2) Very good",4,3,5,3,3,3
"1261",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(1) (1) Excellent",3,3,4,3,2,1
"1262",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,90000,11.4075760603618,"(2) (2) Very good",3,2,2,3,3,2
"1263",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,90000,11.4075760603618,"(2) (2) Very good",2,1,2,2,3,1
"1264",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(2) (2) Very good",1,1,2,2,2,2
"1265",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,50000,10.8197982842103,"(3) (3) Good",1,2,3,2,2,1
"1266",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(3) (3) Good",4,5,4,2,2,2
"1267",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,33000,10.4042931430198,"(3) (3) Good",1,2,4,3,3,2
"1268",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,"(1) (1) Excellent",2,2,2,2,1,2
"1269",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,NA,NA,"(3) (3) Good",3,2,3,2,3,1
"1270",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,60000,11.002116507732,"(1) (1) Excellent",4,1,3,2,2,2
"1271",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,75000,11.2252567257629,"(2) (2) Very good",2,2,4,2,2,2
"1272",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,45000,10.7144399907278,"(2) (2) Very good",1,2,3,3,4,2
"1273",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7,35000,10.463131911492,"(2) (2) Very good",1,2,4,2,2,2
"1274",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,80000,11.2897944135779,"(3) (3) Good",2,2,4,1,4,1
"1275",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,NA,NA,"(2) (2) Very good",2,2,2,1,4,3
"1276",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,150000,11.9183972397228,"(1) (1) Excellent",1,1,3,1,1,1
"1277",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,55000,10.9151066458675,"(1) (1) Excellent",3,2,3,4,1,2
"1278",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8,55000,10.9151066458675,"(3) (3) Good",5,5,2,4,4,4
"1279",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,65000,11.0821579333748,"(2) (2) Very good",3,2,2,3,2,2
"1280",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(1) (1) Excellent",3,1,3,2,2,2
"1281",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12,NA,NA,"(1) (1) Excellent",2,3,4,2,2,3
"1282",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12,30000,10.3089859934221,"(2) (2) Very good",5,5,1,5,5,4
"1283",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11,55000,10.9151066458675,"(2) (2) Very good",2,3,4,3,2,2
"1284",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,10,43000,10.6689786502192,"(3) (3) Good",4,2,5,1,2,1
"1285",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10,2e+05,12.2060776455177,"(2) (2) Very good",1,1,4,1,1,2
"1286",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11,50000,10.8197982842103,"(1) (1) Excellent",2,1,3,1,2,1
