"male","race_white","race_black","race_american_indian","race_asian_pacificislander","race_other","hispanic","grade","fam_income","fam_logincome","ever_smoked","ever_alcohol","ever_marijuana","ever_cocaine","delinquency_agg"
1,1,0,0,0,0,0,12,45000,10.7144399907278,0,0,0,0,4
1,1,0,0,0,0,0,11,70000,11.1562648066437,1,1,1,0,8
0,1,0,0,0,0,0,12,150000,11.9183972397228,1,1,1,0,2
1,1,0,0,0,0,0,11,NA,NA,1,1,0,0,0
1,0,0,0,1,0,0,12,30000,10.3089859934221,1,1,0,0,5
0,1,0,0,0,0,0,NA,70000,11.1562648066437,0,1,0,0,0
0,1,0,0,0,0,0,9,3e+05,12.6115410869661,1,1,1,0,2
1,1,0,0,0,0,0,9,NA,NA,1,1,0,0,2
0,1,0,0,0,0,0,10,46000,10.7364184143654,0,1,0,0,1
0,1,0,0,0,0,0,12,3e+05,12.6115410869661,0,1,0,0,2
0,1,0,0,0,0,0,12,NA,NA,1,1,1,0,0
0,0,0,0,0,1,1,11,36000,10.4913019948302,1,1,1,0,1
0,1,0,0,0,0,0,10,1e+05,11.5129354649202,1,1,1,0,1
0,1,0,0,0,0,0,12,55000,10.9151066458675,1,1,0,0,1
1,0,0,0,1,0,0,12,10000,9.21044036697652,0,0,0,0,2
0,0,1,0,0,0,0,10,NA,NA,0,1,0,0,1
0,1,0,0,0,0,0,11,75000,11.2252567257629,1,1,0,0,0
1,1,0,0,0,0,1,9,50000,10.8197982842103,1,1,0,0,9
1,1,0,0,0,0,1,12,6000,8.69968140098951,0,0,0,0,0
0,1,0,0,0,0,0,11,NA,NA,1,1,1,0,4
1,1,0,0,0,0,0,10,50000,10.8197982842103,1,1,0,0,4
0,1,0,0,0,0,0,8,50000,10.8197982842103,0,0,0,0,2
1,1,0,0,0,0,1,9,25000,10.1266711030504,1,1,0,0,9
1,0,1,0,0,0,0,10,40000,10.5966597327836,0,1,1,0,1
1,1,0,0,0,0,0,9,1e+05,11.5129354649202,0,1,0,0,0
1,0,1,0,0,0,0,9,NA,NA,1,0,0,0,1
1,0,1,0,0,0,0,10,NA,NA,1,0,0,0,4
1,0,1,0,0,0,0,12,8000,8.98732181285012,1,1,1,0,6
1,0,1,0,0,0,0,10,20000,9.90353755128617,0,0,0,0,3
0,1,0,0,0,0,0,10,60000,11.002116507732,0,0,0,0,3
1,1,0,0,0,0,0,12,80000,11.2897944135779,1,1,1,0,2
1,1,0,0,0,0,0,10,48000,10.7789771230064,0,0,0,0,0
0,1,0,0,0,0,0,10,NA,NA,1,0,0,0,2
0,1,0,0,0,0,0,11,40000,10.5966597327836,0,1,1,0,1
0,0,1,0,0,0,0,12,23000,10.043292972227,0,1,1,0,1
0,0,1,0,0,0,0,10,NA,NA,0,0,0,0,1
1,1,0,0,0,0,0,9,55000,10.9151066458675,1,0,0,0,1
0,0,1,0,0,0,0,9,NA,NA,0,0,0,0,0
1,0,1,0,0,0,0,10,70000,11.1562648066437,0,0,0,0,2
0,0,1,0,0,0,0,12,NA,NA,0,0,0,0,0
1,0,1,0,0,0,0,12,14000,9.54688403461792,0,0,0,0,1
1,1,0,0,0,0,0,12,14000,9.54688403461792,1,1,0,0,1
1,0,1,0,0,0,0,8,15000,9.61587214452889,0,0,0,0,2
1,0,1,0,0,0,0,9,NA,NA,1,1,1,0,2
1,0,1,0,0,0,0,10,NA,NA,0,0,0,0,0
1,0,1,0,0,0,0,10,19000,9.85224688834253,1,1,NA,NA,3
1,0,1,0,0,0,0,9,NA,NA,0,1,1,NA,4
0,1,0,0,0,0,0,11,24000,10.0858507751287,1,1,0,0,0
1,1,0,0,0,0,0,11,24000,10.0858507751287,1,0,1,0,3
0,0,1,0,0,0,0,11,35000,10.463131911492,0,0,0,0,NA
0,0,1,0,0,0,0,12,NA,NA,1,1,1,0,4
1,1,0,0,0,0,0,12,55000,10.9151066458675,1,1,1,0,9
1,0,1,0,0,0,0,11,NA,NA,0,0,0,0,1
1,0,1,0,0,0,0,9,32000,10.3735224312936,0,1,0,0,4
0,0,1,0,0,0,0,9,10000,9.21044036697652,1,0,0,0,2
0,1,0,0,0,0,0,9,65000,11.0821579333748,1,1,1,0,2
1,0,1,0,0,0,0,12,NA,NA,1,1,0,0,5
1,0,1,0,0,0,0,9,24000,10.0858507751287,1,0,0,0,4
0,1,0,0,0,0,0,12,20000,9.90353755128617,1,1,0,0,0
1,0,0,0,0,1,1,11,NA,NA,1,0,0,0,1
1,0,1,0,0,0,0,12,24000,10.0858507751287,NA,NA,NA,NA,NA
1,1,0,0,0,0,0,11,NA,NA,1,1,0,0,1
1,1,0,0,0,0,0,12,19000,9.85224688834253,0,0,1,0,0
0,1,0,0,0,0,0,12,12000,9.39274525863144,1,1,0,0,0
1,1,0,0,0,0,0,9,12000,9.39274525863144,1,1,1,0,4
0,0,1,0,0,0,0,10,NA,NA,0,0,0,0,3
1,0,1,0,0,0,0,12,40000,10.5966597327836,1,1,0,0,2
1,0,1,0,0,0,0,11,60000,11.002116507732,1,0,0,0,3
0,1,0,0,0,0,0,7,20000,9.90353755128617,1,0,0,0,0
0,1,0,0,0,0,0,9,9000,9.10509096125709,1,1,0,0,4
0,1,0,0,0,0,0,9,NA,NA,1,1,0,0,2
1,1,0,0,0,0,0,12,NA,NA,0,0,0,0,3
1,1,0,0,0,0,0,12,38000,10.5453677541517,1,0,0,0,5
1,1,0,0,0,0,0,9,41000,10.6213517356329,1,0,0,0,5
1,1,0,0,0,0,0,10,13000,9.47278155656217,1,0,1,0,7
1,1,1,0,0,0,0,11,NA,NA,1,0,1,0,3
1,1,0,0,0,0,0,9,6000,8.69968140098951,0,0,0,0,1
1,1,0,0,0,0,0,12,90000,11.4075760603618,1,1,1,0,3
1,1,0,0,0,0,0,11,45000,10.7144399907278,1,1,0,0,5
1,0,1,0,0,0,0,12,30000,10.3089859934221,1,1,1,0,6
1,1,0,0,0,0,0,12,50000,10.8197982842103,0,0,0,0,3
1,1,0,0,0,0,0,9,45000,10.7144399907278,1,1,0,0,0
1,0,1,0,0,0,0,12,NA,NA,0,1,0,0,0
0,0,1,0,0,0,0,11,NA,NA,1,1,0,0,5
1,0,1,0,0,0,0,10,24000,10.0858507751287,0,0,0,0,1
1,1,0,0,0,0,0,11,13000,9.47278155656217,1,1,1,0,0
0,1,0,0,0,0,0,10,52000,10.8590182281479,1,1,0,0,6
1,1,0,0,0,0,0,10,40000,10.5966597327836,1,1,0,0,6
1,1,0,0,0,0,0,10,13000,9.47278155656217,0,0,0,0,3
0,1,0,0,0,0,0,10,55000,10.9151066458675,0,0,0,0,0
1,1,0,0,0,0,0,8,55000,10.9151066458675,1,0,0,0,9
1,1,0,0,0,0,0,10,NA,NA,1,0,0,0,2
0,1,0,0,0,0,0,11,55000,10.9151066458675,1,1,0,0,6
1,1,0,0,0,0,0,10,23000,10.043292972227,1,0,0,0,2
1,1,0,0,0,0,0,11,20000,9.90353755128617,1,1,1,0,3
0,1,0,0,0,0,0,9,35000,10.463131911492,0,0,0,0,2
1,1,0,0,0,0,0,10,38000,10.5453677541517,0,1,0,0,1
1,1,0,0,0,0,0,9,34000,10.4341452149305,0,0,0,0,2
1,1,0,0,0,0,0,10,22000,9.99884318585288,1,1,1,0,1
1,1,0,0,0,0,0,12,23000,10.043292972227,1,1,1,0,2
0,1,0,0,0,0,0,7,24000,10.0858507751287,0,0,0,0,3
1,1,0,0,0,0,1,11,55000,10.9151066458675,1,1,0,0,4
0,0,0,0,0,1,1,10,17000,9.74102744483773,1,1,0,0,5
0,1,0,0,0,0,1,10,NA,NA,1,1,0,0,1
0,0,0,0,0,1,1,10,3000,8.00670084544037,0,0,0,0,0
1,0,0,0,0,1,1,11,21000,9.95232533461943,0,1,0,0,4
0,1,0,0,0,0,0,NA,50000,10.8197982842103,1,1,1,1,14
0,0,1,0,0,0,0,10,102000,11.5327378961399,1,1,0,0,2
1,1,0,0,0,0,0,9,NA,NA,1,0,0,0,3
1,0,1,0,0,0,0,9,50000,10.8197982842103,0,0,0,0,0
0,1,0,0,0,0,0,11,1e+05,11.5129354649202,1,1,0,0,2
0,1,0,0,0,0,0,12,1e+05,11.5129354649202,1,0,0,0,0
1,1,0,0,0,0,0,9,NA,NA,1,1,1,0,10
1,0,1,0,0,0,0,8,20000,9.90353755128617,1,1,1,0,6
0,1,0,0,0,0,0,9,80000,11.2897944135779,1,1,1,0,4
0,1,0,0,0,0,0,9,25000,10.1266711030504,1,1,0,0,6
0,0,1,0,0,0,0,11,37000,10.5187002182882,1,1,0,0,3
0,0,0,0,0,1,0,10,55000,10.9151066458675,NA,NA,NA,NA,NA
0,0,1,0,0,0,0,11,NA,NA,0,1,0,0,5
1,1,0,0,0,0,0,10,10000,9.21044036697652,1,0,1,0,7
1,1,0,0,0,0,0,11,1e+05,11.5129354649202,1,1,NA,0,NA
1,1,0,0,0,0,1,NA,NA,NA,1,1,1,1,6
0,1,0,0,0,0,0,10,80000,11.2897944135779,0,0,0,0,2
0,1,0,0,0,0,0,9,72000,11.1844352867906,1,1,1,0,2
1,1,0,1,0,0,1,9,7000,8.8538082749772,0,0,1,0,1
0,1,0,0,0,0,0,10,0,0,1,1,1,0,5
1,1,0,0,0,0,0,12,95000,11.4616426968431,1,1,0,0,3
0,1,0,0,0,0,0,7,25000,10.1266711030504,1,0,0,0,1
0,1,0,0,0,0,0,8,8000,8.98732181285012,0,1,0,0,2
0,0,0,1,0,0,1,8,19000,9.85224688834253,1,0,0,0,3
1,1,0,0,0,0,1,8,NA,NA,1,0,0,0,0
1,0,0,0,0,1,1,7,18000,9.7981825908907,1,0,0,0,1
1,0,1,0,0,0,1,8,3000,8.00670084544037,0,0,0,0,5
0,0,1,0,0,0,0,9,30000,10.3089859934221,0,0,0,0,3
1,1,0,0,0,0,0,7,NA,NA,0,0,0,0,3
1,1,0,0,0,0,0,9,27000,10.2036291813376,1,1,0,0,1
1,0,0,0,0,1,1,8,22000,9.99884318585288,0,0,0,0,0
0,0,1,0,0,0,0,8,NA,NA,0,0,0,0,2
0,0,1,0,0,0,0,8,NA,NA,1,1,1,0,5
0,0,1,0,0,0,0,8,60000,11.002116507732,0,1,0,0,1
0,0,0,0,0,1,1,7,NA,NA,0,0,0,0,3
1,1,0,0,0,0,0,8,17000,9.74102744483773,0,0,0,0,1
1,0,1,0,0,0,0,9,NA,NA,1,1,1,0,13
0,1,0,0,0,0,0,7,60000,11.002116507732,1,0,0,0,0
0,1,0,0,0,0,0,8,90000,11.4075760603618,0,0,0,0,0
0,1,0,0,0,0,0,7,15000,9.61587214452889,0,0,0,0,0
0,1,0,1,0,0,0,8,16000,9.68040649926887,1,1,1,0,2
1,1,0,0,0,0,0,7,40000,10.5966597327836,0,0,0,0,0
0,1,0,0,0,0,1,8,5000,8.5173931714189,1,1,1,0,4
1,1,0,0,0,0,0,7,NA,NA,1,1,0,0,2
1,1,0,0,0,0,0,8,30000,10.3089859934221,1,1,0,0,0
1,1,0,0,0,0,0,8,NA,NA,1,1,1,1,0
0,1,0,0,0,0,0,7,NA,NA,0,0,0,0,0
0,1,0,0,0,0,0,8,1e+05,11.5129354649202,0,0,0,0,0
0,1,0,0,0,0,0,7,16000,9.68040649926887,1,1,1,0,6
0,1,0,0,0,0,0,8,NA,NA,1,0,0,0,2
0,1,0,0,0,0,0,7,16000,9.68040649926887,0,0,0,0,0
1,1,0,0,0,0,0,7,18000,9.7981825908907,0,1,0,0,2
0,1,0,0,0,0,0,7,NA,NA,1,1,0,0,3
0,1,0,0,0,0,0,7,40000,10.5966597327836,0,0,0,0,0
1,1,0,0,0,0,0,7,NA,NA,0,0,0,0,1
0,0,1,0,0,0,0,8,55000,10.9151066458675,1,0,0,0,1
1,1,0,0,0,0,0,7,33000,10.4042931430198,0,1,0,0,3
1,1,0,0,0,0,0,7,NA,NA,1,1,0,0,4
1,0,1,0,0,0,0,11,20000,9.90353755128617,0,0,0,0,0
1,1,0,0,0,0,0,7,NA,NA,0,0,1,1,5
0,1,0,0,0,0,0,8,40000,10.5966597327836,0,0,0,0,3
0,0,0,0,0,1,1,8,15000,9.61587214452889,1,0,0,0,2
0,1,0,0,0,0,0,8,67000,11.1124628236349,0,0,0,0,3
0,0,1,0,0,0,0,7,23000,10.043292972227,0,0,0,0,2
1,0,1,0,0,0,0,8,30000,10.3089859934221,1,1,1,0,9
1,1,0,1,0,0,0,8,8000,8.98732181285012,1,1,1,0,13
1,0,1,0,0,0,0,7,45000,10.7144399907278,0,0,0,0,1
0,0,0,0,0,1,0,8,2000,7.60140233458373,0,0,0,0,0
1,1,0,0,0,0,0,8,NA,NA,0,0,0,0,2
0,0,1,0,0,0,0,8,NA,NA,0,1,0,0,2
1,1,0,0,0,0,0,8,20000,9.90353755128617,1,0,0,0,4
1,1,0,0,0,0,0,7,50000,10.8197982842103,0,0,0,0,2
0,1,0,0,0,0,0,8,65000,11.0821579333748,0,1,0,0,3
0,0,1,0,0,1,1,7,30000,10.3089859934221,0,0,0,0,3
1,1,0,0,0,0,0,11,23000,10.043292972227,1,0,0,0,4
0,0,1,0,0,0,1,8,16000,9.68040649926887,1,1,1,0,2
1,1,0,0,0,0,0,8,5000,8.5173931714189,1,0,0,0,1
0,0,1,0,0,0,0,7,22000,9.99884318585288,0,0,0,0,3
1,1,0,0,0,0,0,7,55000,10.9151066458675,0,1,0,0,3
1,1,0,0,0,0,0,8,50000,10.8197982842103,0,0,0,0,1
1,0,1,0,0,0,0,7,40000,10.5966597327836,0,0,0,0,2
1,1,0,0,0,0,0,8,NA,NA,1,1,1,0,10
0,0,1,0,0,0,0,7,7000,8.8538082749772,1,0,0,0,2
1,1,0,0,0,0,0,8,50000,10.8197982842103,0,0,0,0,0
0,1,0,1,0,0,0,7,25000,10.1266711030504,1,1,0,0,4
0,1,0,0,0,0,0,7,25000,10.1266711030504,1,0,0,0,3
0,1,0,0,0,0,0,7,NA,NA,1,0,1,0,5
1,1,0,0,0,0,0,8,10000,9.21044036697652,0,0,1,0,0
0,0,1,0,0,0,0,7,NA,NA,1,0,0,0,4
0,1,0,0,0,0,0,8,75000,11.2252567257629,1,1,0,0,8
1,1,0,0,0,0,0,7,NA,NA,NA,NA,0,0,NA
1,NA,NA,NA,NA,NA,1,7,NA,NA,0,0,0,0,1
1,0,1,0,0,0,0,NA,9000,9.10509096125709,0,0,0,0,1
1,0,1,0,0,0,1,8,6000,8.69968140098951,1,1,0,0,10
0,1,0,0,0,0,0,8,45000,10.7144399907278,0,0,0,0,0
0,1,0,0,0,0,0,8,53000,10.8780660602808,0,0,0,0,3
0,1,0,0,0,0,0,7,17000,9.74102744483773,1,0,0,0,3
0,1,0,0,0,0,0,7,60000,11.002116507732,0,0,0,0,0
0,1,0,1,0,0,0,7,NA,NA,0,NA,NA,0,NA
0,1,0,0,0,0,0,7,30000,10.3089859934221,1,1,0,0,3
0,1,0,0,0,0,0,7,NA,NA,1,0,0,0,0
0,1,0,0,0,0,0,8,1e+05,11.5129354649202,0,0,0,0,0
1,1,0,0,0,0,0,8,NA,NA,0,1,1,0,2
1,1,0,0,0,0,0,8,NA,NA,1,1,1,1,9
1,0,1,0,0,0,0,8,NA,NA,0,1,0,0,0
1,0,1,0,0,0,0,9,NA,NA,0,1,0,0,7
0,0,0,0,0,1,1,7,NA,NA,0,0,0,0,0
0,0,0,0,0,1,1,7,42000,10.6454487065059,0,1,0,0,4
0,0,1,0,0,1,0,8,NA,NA,0,1,0,0,5
0,1,0,0,0,0,0,7,NA,NA,1,1,0,0,7
1,1,0,0,0,0,0,7,35000,10.463131911492,0,0,0,0,3
1,0,1,0,1,0,0,7,55000,10.9151066458675,0,0,0,0,1
1,0,0,0,1,0,0,8,NA,NA,0,0,0,0,1
1,0,1,0,0,0,0,9,95000,11.4616426968431,0,0,1,0,4
1,1,0,0,0,0,0,8,36000,10.4913019948302,1,0,0,0,0
0,1,0,1,0,1,1,7,36000,10.4913019948302,0,0,0,0,4
0,NA,NA,NA,NA,NA,1,NA,16000,9.68040649926887,NA,NA,NA,NA,NA
0,1,0,0,0,0,1,7,NA,NA,0,0,0,0,0
1,1,0,0,0,0,1,8,90000,11.4075760603618,0,0,0,0,6
1,1,0,0,0,0,0,7,31000,10.3417747410115,0,0,0,0,1
0,0,1,0,0,0,0,8,43000,10.6689786502192,0,0,0,0,2
1,1,0,0,0,0,0,7,70000,11.1562648066437,0,1,0,0,2
0,1,0,0,0,0,0,7,70000,11.1562648066437,1,0,0,0,1
0,1,0,0,0,0,0,7,130000,11.7752974217158,0,0,0,0,2
1,1,0,0,0,0,0,8,NA,NA,1,0,0,0,2
1,1,0,0,0,0,0,8,20000,9.90353755128617,1,0,1,0,6
0,0,1,0,0,0,0,7,45000,10.7144399907278,1,0,0,0,4
0,1,0,0,0,0,0,7,NA,NA,0,0,0,0,0
1,0,0,0,1,0,0,7,50000,10.8197982842103,0,0,0,0,1
1,1,0,0,0,0,0,7,NA,NA,0,0,0,0,6
1,1,0,0,0,0,0,8,50000,10.8197982842103,1,1,0,0,NA
1,0,0,0,0,1,0,7,45000,10.7144399907278,0,1,0,0,0
1,1,0,0,0,0,0,7,35000,10.463131911492,1,1,1,0,3
0,1,0,0,0,0,1,7,NA,NA,1,0,0,0,3
1,1,0,0,0,0,0,8,NA,NA,1,0,0,0,3
0,1,0,0,0,0,0,8,40000,10.5966597327836,0,0,0,0,2
0,1,0,0,0,0,0,7,25000,10.1266711030504,0,0,0,0,2
1,0,1,0,0,0,0,9,10000,9.21044036697652,1,1,1,0,7
0,0,1,0,0,0,0,8,67000,11.1124628236349,0,0,0,0,0
1,1,0,0,0,0,0,8,38000,10.5453677541517,1,1,0,0,2
1,1,0,0,0,0,0,9,44000,10.6919676399149,1,1,1,0,3
1,0,1,0,0,0,0,8,NA,NA,1,0,0,0,0
0,1,0,0,0,0,0,8,50000,10.8197982842103,0,1,0,0,2
0,1,0,0,0,0,0,8,60000,11.002116507732,0,0,0,0,2
0,1,0,0,0,0,0,8,48000,10.7789771230064,0,0,0,0,0
0,1,0,0,0,0,0,7,15000,9.61587214452889,1,0,0,0,1
0,1,0,0,0,0,0,8,250000,12.4292201968364,1,1,1,0,3
1,1,0,0,0,0,0,7,85000,11.3504183001091,1,0,0,0,7
0,0,1,0,0,0,0,8,57000,10.9508240905224,1,0,0,0,2
0,0,1,0,0,0,0,8,24000,10.0858507751287,0,0,0,0,0
0,0,1,0,0,0,0,8,14000,9.54688403461792,0,0,0,0,2
0,0,1,0,0,0,0,8,10000,9.21044036697652,1,1,0,0,1
0,1,0,0,0,0,0,7,15000,9.61587214452889,0,0,0,0,0
1,0,1,0,0,0,0,7,NA,NA,0,0,0,0,1
0,0,1,0,0,0,0,8,8000,8.98732181285012,1,1,0,0,3
0,0,1,0,0,0,0,8,9000,9.10509096125709,0,1,0,0,1
1,1,0,0,0,0,0,8,NA,NA,1,0,0,0,2
0,0,1,0,0,0,0,7,11000,9.30574145673943,1,0,0,0,3
0,0,1,0,0,0,0,7,50000,10.8197982842103,0,0,0,0,0
1,0,1,0,0,0,0,8,20000,9.90353755128617,1,1,0,0,1
1,1,0,0,0,0,0,8,40000,10.5966597327836,0,0,0,0,3
1,0,1,0,0,0,0,7,30000,10.3089859934221,0,0,0,0,0
0,0,1,0,0,0,0,8,NA,NA,0,1,0,0,0
0,0,1,0,0,0,0,8,27000,10.2036291813376,0,0,0,0,3
1,1,0,0,0,0,0,8,1e+05,11.5129354649202,1,1,0,0,3
0,1,0,0,0,0,0,7,62000,11.0349057929294,0,0,0,0,1
1,0,0,0,0,1,0,7,15000,9.61587214452889,1,0,0,0,1
1,1,0,0,0,0,0,8,105000,11.5617251529038,0,0,0,0,1
0,1,0,0,0,0,0,7,85000,11.3504183001091,0,0,0,0,0
0,1,0,0,0,0,0,7,NA,NA,0,0,0,0,0
0,1,0,0,0,0,0,8,62000,11.0349057929294,1,1,0,0,1
0,1,0,0,0,0,0,8,4000,8.29429960885724,1,1,1,0,4
0,1,1,0,0,0,0,7,55000,10.9151066458675,0,0,0,0,1
0,0,1,0,0,0,0,7,50000,10.8197982842103,0,0,0,0,1
1,0,1,0,0,0,0,7,20000,9.90353755128617,1,1,1,0,2
0,0,1,0,0,0,0,7,25000,10.1266711030504,0,0,0,0,1
0,0,1,0,0,0,0,7,NA,NA,0,1,0,0,5
1,1,0,1,0,0,0,8,30000,10.3089859934221,0,1,0,0,2
0,1,0,0,0,0,0,7,20000,9.90353755128617,1,0,0,0,0
0,1,0,0,0,0,1,7,30000,10.3089859934221,1,1,1,0,4
0,0,1,0,0,0,0,7,NA,NA,0,1,0,0,2
1,0,0,0,0,1,1,8,NA,NA,0,0,0,0,2
0,0,0,0,1,0,0,8,66000,11.0974251724089,1,1,0,0,5
0,1,0,0,0,0,1,7,NA,NA,0,1,0,0,4
0,1,0,0,0,0,0,7,60000,11.002116507732,0,0,0,0,0
0,1,0,0,0,0,0,8,60000,11.002116507732,0,1,0,0,3
1,1,0,0,0,0,0,7,85000,11.3504183001091,1,1,0,0,2
1,1,0,0,0,0,0,7,65000,11.0821579333748,0,0,0,0,2
0,1,0,0,0,0,0,8,50000,10.8197982842103,1,1,0,0,4
1,0,0,0,1,0,0,12,50000,10.8197982842103,0,0,0,0,2
0,1,0,0,0,0,0,9,25000,10.1266711030504,0,0,0,0,1
0,1,0,0,0,0,1,12,5000,8.5173931714189,1,1,1,0,1
1,0,1,0,0,0,0,10,45000,10.7144399907278,0,1,0,0,2
0,1,0,0,0,0,0,10,14000,9.54688403461792,1,1,0,0,6
1,0,0,0,0,1,1,11,14000,9.54688403461792,1,1,0,0,3
0,1,0,0,0,0,0,11,40000,10.5966597327836,1,0,0,0,5
1,0,1,0,0,0,0,10,24000,10.0858507751287,0,0,0,0,2
0,1,0,0,0,0,1,10,12000,9.39274525863144,0,0,0,0,1
1,1,0,0,0,0,1,11,44000,10.6919676399149,0,0,0,0,0
1,0,0,0,0,1,1,10,NA,NA,1,1,0,0,1
1,1,0,0,0,0,0,9,33000,10.4042931430198,1,0,0,0,0
1,1,0,0,0,0,0,7,54000,10.8967578438935,1,0,0,0,4
0,1,0,0,0,0,0,12,32000,10.3735224312936,1,1,1,0,1
1,1,0,0,0,0,1,12,48000,10.7789771230064,1,1,1,0,1
1,1,0,0,0,0,0,9,60000,11.002116507732,1,1,1,1,14
1,1,0,0,0,0,0,10,45000,10.7144399907278,1,1,0,0,5
1,1,0,0,0,0,0,10,NA,NA,1,1,1,0,10
0,1,0,0,0,0,1,11,10000,9.21044036697652,0,0,0,0,6
1,0,0,0,0,1,1,9,35000,10.463131911492,1,1,0,0,3
0,1,0,0,0,0,0,10,40000,10.5966597327836,0,0,1,0,4
0,1,0,0,0,0,0,11,50000,10.8197982842103,0,1,0,0,0
0,0,1,0,0,0,0,10,35000,10.463131911492,0,1,1,0,5
0,0,1,0,0,0,0,7,70000,11.1562648066437,0,1,0,0,0
1,0,0,0,1,0,0,9,NA,NA,0,0,0,0,0
1,1,0,0,0,0,1,11,23000,10.043292972227,0,1,0,0,4
1,0,1,0,0,0,0,12,50000,10.8197982842103,0,1,1,0,1
0,1,0,0,0,0,0,9,54000,10.8967578438935,1,1,1,0,1
1,0,0,0,0,1,0,9,25000,10.1266711030504,1,1,0,0,4
1,1,0,0,0,0,0,12,65000,11.0821579333748,1,1,1,1,5
1,1,1,1,1,0,0,10,24000,10.0858507751287,0,0,0,0,0
0,0,0,0,0,1,1,10,NA,NA,1,1,1,0,5
0,1,0,0,0,0,1,NA,NA,NA,1,1,1,1,2
1,0,0,0,0,1,1,12,16000,9.68040649926887,1,1,0,0,0
0,1,0,0,0,0,0,NA,NA,NA,1,1,1,0,5
0,1,0,0,0,0,0,9,65000,11.0821579333748,1,1,1,0,10
0,1,0,0,0,0,0,9,36000,10.4913019948302,0,0,0,0,0
1,0,0,0,1,0,0,7,65000,11.0821579333748,0,0,0,0,2
0,1,1,0,0,0,0,11,93000,11.4403655247658,1,0,0,0,2
1,1,0,0,0,0,1,10,12000,9.39274525863144,0,0,0,0,3
1,0,0,0,1,0,0,8,20000,9.90353755128617,0,0,0,0,0
0,1,0,1,0,0,0,11,120000,11.6952553550628,1,0,0,0,0
0,0,0,0,1,0,0,12,36000,10.4913019948302,0,0,0,0,1
0,1,0,0,0,0,1,9,23000,10.043292972227,1,1,1,1,7
0,0,0,0,1,0,0,10,NA,NA,1,1,0,0,9
0,0,0,0,0,1,1,11,13000,9.47278155656217,0,1,0,0,2
0,0,0,0,1,0,0,11,NA,NA,1,1,0,0,0
1,0,0,0,0,1,1,11,21000,9.95232533461943,1,1,1,0,9
0,1,0,0,0,0,0,10,40000,10.5966597327836,1,1,1,0,3
0,1,0,0,0,0,0,9,40000,10.5966597327836,0,0,0,0,0
1,1,0,0,0,0,0,9,50000,10.8197982842103,1,1,0,0,3
0,0,1,0,0,0,1,10,NA,NA,1,1,1,0,3
1,1,0,0,0,0,1,9,60000,11.002116507732,1,1,0,0,5
1,1,0,0,0,0,0,10,95000,11.4616426968431,1,1,0,0,4
0,1,0,1,0,0,0,12,NA,NA,1,1,1,0,0
0,0,1,0,0,0,0,9,NA,NA,0,0,0,0,1
1,0,1,0,0,0,0,10,NA,NA,1,1,0,0,2
1,0,1,0,0,0,0,9,14000,9.54688403461792,0,0,0,0,5
1,1,0,0,0,0,0,NA,22000,9.99884318585288,1,1,1,0,5
0,1,0,0,0,0,0,11,27000,10.2036291813376,1,1,1,0,3
1,0,0,0,1,0,0,11,85000,11.3504183001091,1,1,0,0,1
1,1,0,0,0,0,0,9,20000,9.90353755128617,1,1,1,1,0
0,1,0,0,0,0,0,12,30000,10.3089859934221,1,1,1,1,3
0,0,0,0,1,0,0,12,NA,NA,0,1,0,0,0
0,0,0,0,1,0,0,8,6e+05,13.3046866008636,0,1,0,0,1
1,0,1,0,0,0,0,12,1e+05,11.5129354649202,1,1,0,0,3
0,0,1,0,0,0,0,10,1e+05,11.5129354649202,0,0,0,0,4
1,1,0,0,0,0,0,12,1e+05,11.5129354649202,1,1,1,1,10
0,0,0,0,0,1,1,9,30000,10.3089859934221,0,1,1,1,11
0,1,0,0,0,0,0,12,90000,11.4075760603618,0,1,0,0,1
0,1,0,0,0,0,0,12,53000,10.8780660602808,0,0,0,0,2
0,1,0,0,0,0,0,10,NA,NA,1,0,0,0,4
0,0,1,0,0,0,0,11,NA,NA,0,0,0,0,1
0,1,0,0,0,0,0,11,NA,NA,0,0,0,0,1
1,0,1,0,0,0,0,10,340000,12.7367038377645,1,1,0,0,6
1,1,0,0,0,0,0,10,36000,10.4913019948302,1,1,1,0,12
0,0,1,0,0,0,0,8,NA,NA,1,1,1,0,8
0,0,1,0,0,0,0,12,40000,10.5966597327836,0,0,0,0,3
1,1,0,0,0,0,0,11,56000,10.9331248267007,1,1,0,0,2
0,1,0,0,0,0,0,10,60000,11.002116507732,1,0,0,0,0
1,0,1,0,0,0,0,12,NA,NA,0,0,0,0,3
1,0,1,0,0,0,0,12,91000,11.4186257744496,1,1,1,0,4
0,1,0,0,0,0,0,12,NA,NA,1,1,0,0,7
0,0,1,0,0,0,0,10,70000,11.1562648066437,1,0,0,0,5
1,1,0,0,0,0,0,9,30000,10.3089859934221,1,1,0,0,5
1,1,0,0,0,0,0,10,8000,8.98732181285012,1,1,1,0,3
1,1,0,0,0,0,0,9,15000,9.61587214452889,0,0,0,0,1
0,1,0,0,0,0,0,10,35000,10.463131911492,1,1,0,0,3
0,0,0,0,0,1,1,9,NA,NA,1,1,1,0,5
1,0,1,0,0,0,0,12,90000,11.4075760603618,0,0,1,NA,0
1,1,0,0,0,0,0,11,NA,NA,1,1,1,1,10
1,0,0,0,0,1,1,9,NA,NA,1,1,0,0,1
0,0,0,0,0,1,1,10,49000,10.7995959850478,0,1,0,0,1
