"female","age","race","hispanic","education","income","log_income"
1,26,"Chinese",0,"4+ years college",30000,10.3089526606443
1,39,"White",0,"4+ years college",33000,10.4042628404486
0,54,"White",1,"HS",64000,11.0666383623418
0,61,"White",0,"Some college",35500,10.4772879754635
0,66,"White",0,"4+ years college",69900,11.1548209282219
0,36,"White",1,"4+ years college",72000,11.1844213979982
1,68,"American Indian or Alaska Native",0,"HS",1900,7.54960916515453
0,57,"White",0,"4+ years college",99000,11.5028751291167
1,66,"White",0,"4+ years college",114800,11.6509467628676
0,52,"Black/African American/Negro",0,"Some college",30000,10.3089526606443
0,67,"Black/African American/Negro",0,"HS",59100,10.9869862033942
1,59,"White",0,"HS",24000,10.0858091093301
0,40,"White",0,"4+ years college",104000,11.5521461781235
1,46,"White",0,"HS",8600,9.0595174822416
1,20,"White",0,"HS",35000,10.4631033404715
0,51,"White",0,"4+ years college",120000,11.6952470217642
0,61,"White",0,"HS",52000,10.8589989975636
0,28,"White",0,"Some college",10000,9.21034037197618
1,64,"White",1,"Some college",50000,10.8197782844103
1,53,"Three or more major races",0,"No HS",29900,10.3056137593788
0,35,"White",0,"4+ years college",20400,9.92329017983231
0,18,"Other Asian or Pacific Islander",0,"HS",1200,7.09007683577609
1,53,"White",0,"HS",45010,10.714639966287
0,25,"White",1,"HS",7000,8.85366542803745
0,49,"White",1,"Some college",80000,11.289781913656
1,59,"White",0,"4+ years college",46000,10.7363966754712
1,49,"White",0,"Some college",17300,9.75846178048587
0,39,"White",0,"HS",35000,10.4631033404715
1,88,"Black/African American/Negro",0,"No HS",18800,9.84161214881804
1,61,"White",0,"No HS",16200,9.69276652122048
1,31,"White",0,"4+ years college",50000,10.8197782844103
0,69,"White",0,"4+ years college",35000,10.4631033404715
0,74,"White",0,"4+ years college",37110,10.5216417540546
0,65,"White",0,"HS",10600,9.26860928010016
0,35,"White",0,"4+ years college",58000,10.9681982895286
1,51,"White",0,"Some college",12000,9.39266192877014
1,40,"White",0,"4+ years college",36000,10.4912742174382
1,62,"White",0,"4+ years college",24100,10.0899671194787
1,95,"White",0,"4+ years college",34450,10.4472642764418
0,74,"White",0,"4+ years college",27490,10.2215775811593
0,73,"White",0,"Some college",8900,9.09380655572023
0,58,"White",0,"4+ years college",287400,12.5686302526271
1,49,"White",0,"4+ years college",50000,10.8197782844103
0,53,"White",0,"4+ years college",58000,10.9681982895286
0,63,"White",0,"HS",14000,9.5468126085974
0,52,"White",0,"HS",15000,9.61580548008435
0,65,"White",0,"HS",27800,10.2327912996787
0,65,"White",0,"Some college",13600,9.51782507172414
1,71,"White",0,"Some college",9100,9.11602969250494
0,76,"White",0,"HS",104400,11.5559849544307
1,87,"White",0,"HS",17200,9.75266466280154
0,74,"White",0,"Some college",28680,10.2639552947136
0,72,"White",0,"4+ years college",33000,10.4042628404486
1,32,"White",0,"HS",31500,10.3577428248137
0,65,"White",0,"HS",111000,11.6172854802945
0,39,"Other race, nec",1,"No HS",17200,9.75266466280154
0,94,"White",0,"No HS",44100,10.6942150614349
0,52,"White",0,"Some college",44000,10.6919449129004
0,22,"White",1,"HS",35000,10.4631033404715
0,22,"White",0,"Some college",10000,9.21034037197618
0,71,"White",0,"4+ years college",21800,9.98966524877718
1,60,"White",0,"HS",72000,11.1844213979982
1,29,"White",0,"4+ years college",90000,11.4075649493124
1,39,"Other Asian or Pacific Islander",0,"4+ years college",78000,11.2644641056717
0,30,"White",0,"HS",27800,10.2327912996787
0,61,"White",0,"4+ years college",131050,11.7833342087516
1,34,"Two major races",0,"HS",53300,10.8836916101539
1,41,"White",0,"HS",35000,10.4631033404715
0,55,"White",0,"Some college",63000,11.0508900053737
1,29,"White",0,"4+ years college",31100,10.3449630981673
1,29,"White",0,"Some HS",32000,10.3734911817819
1,31,"White",0,"4+ years college",90000,11.4075649493124
1,19,"White",0,"HS",900,6.80239476332431
1,68,"White",1,"HS",25600,10.1503476304677
1,53,"White",0,"4+ years college",58000,10.9681982895286
1,65,"White",0,"Some college",59000,10.9852927228879
0,39,"White",0,"HS",13000,9.47270463644367
1,19,"White",0,"HS",2000,7.60090245954208
0,20,"White",0,"HS",25000,10.1266311038503
0,61,"White",0,"4+ years college",6000,8.69951474821019
1,58,"White",0,"4+ years college",30000,10.3089526606443
0,62,"White",0,"4+ years college",172000,12.0552497557956
0,82,"White",0,"Some college",27500,10.2219412836547
0,52,"White",0,"4+ years college",9600,9.16951837745593
0,82,"White",0,"4+ years college",17500,9.76995615991161
1,58,"White",0,"HS",16000,9.68034400122192
0,39,"White",0,"4+ years college",45000,10.7144177687525
1,83,"White",0,"Some college",23500,10.0647557001323
0,21,"Other Asian or Pacific Islander",0,"Some college",4000,8.29404964010203
1,33,"White",0,"HS",40000,10.5966347330961
1,73,"White",0,"Some HS",10500,9.25913053614561
0,40,"Japanese",0,"4+ years college",60000,11.0020998412042
1,54,"White",0,"HS",10000,9.21034037197618
1,38,"White",0,"Some college",80000,11.289781913656
0,32,"White",0,"HS",20000,9.90348755253613
0,30,"Two major races",1,"Some HS",25000,10.1266311038503
1,33,"White",0,"HS",35000,10.4631033404715
0,69,"White",0,"4+ years college",24000,10.0858091093301
1,63,"White",0,"4+ years college",24000,10.0858091093301
1,40,"White",0,"4+ years college",95000,11.4616321705827
1,38,"Two major races",1,"Some HS",25000,10.1266311038503
1,25,"White",0,"Some college",44000,10.6919449129004
1,24,"White",0,"Some college",5600,8.63052187672324
1,32,"White",0,"HS",5430,8.59969441292798
1,41,"Other race, nec",1,"Some college",37000,10.5186731916264
0,31,"White",0,"4+ years college",39000,10.5713169251118
0,72,"White",0,"HS",83100,11.3277999808435
1,69,"White",0,"HS",24600,10.1105017219205
1,51,"White",0,"HS",13300,9.49551931420985
1,59,"White",0,"HS",24000,10.0858091093301
0,48,"White",0,"4+ years college",113000,11.6351430976945
0,63,"White",0,"4+ years college",50000,10.8197782844103
1,74,"White",0,"4+ years college",69000,11.1418617835794
0,17,"Two major races",1,"Some HS",7700,8.94897560784178
1,48,"White",0,"Some college",22000,9.99879773234045
1,44,"Other Asian or Pacific Islander",0,"4+ years college",86000,11.3621025752356
1,54,"Japanese",0,"4+ years college",312900,12.653638929657
1,18,"White",0,"Some HS",71500,11.1774527286821
0,18,"Three or more major races",1,"HS",10800,9.28730141311231
0,55,"Other race, nec",1,"Some college",12000,9.39266192877014
1,29,"White",1,"No HS",25000,10.1266311038503
0,20,"Other Asian or Pacific Islander",0,"HS",3000,8.00636756765025
0,26,"White",0,"HS",15000,9.61580548008435
0,61,"White",0,"HS",80300,11.2935248999349
1,58,"White",0,"HS",40000,10.5966347330961
1,55,"Black/African American/Negro",0,"Some college",54000,10.8967393255464
1,50,"White",0,"4+ years college",75000,11.2252433925184
0,66,"White",0,"HS",82000,11.3144745262464
0,54,"White",0,"Some college",49200,10.8036489024804
1,41,"White",0,"HS",25000,10.1266311038503
1,56,"White",0,"HS",1600,7.37775890822787
1,75,"Black/African American/Negro",0,"HS",15000,9.61580548008435
0,43,"White",0,"Some college",45000,10.7144177687525
0,33,"White",0,"4+ years college",202000,12.2160229763833
0,51,"Other race, nec",1,"No HS",30700,10.3320179335753
0,60,"White",0,"No HS",9600,9.16951837745593
0,35,"White",1,"4+ years college",63600,11.0603687493282
1,45,"Black/African American/Negro",0,"4+ years college",2000,7.60090245954208
0,40,"White",1,"HS",125000,11.7360690162844
1,50,"White",0,"HS",4000,8.29404964010203
0,72,"Other race, nec",1,"Some college",7000,8.85366542803745
0,32,"White",0,"4+ years college",220000,12.3013828253345
0,34,"White",0,"HS",30000,10.3089526606443
0,52,"White",1,"Some college",52000,10.8589989975636
1,33,"Black/African American/Negro",0,"4+ years college",27200,10.2109722522841
0,40,"White",1,"Some HS",40000,10.5966347330961
1,35,"Other race, nec",1,"No HS",38500,10.5584135202759
1,20,"Two major races",0,"HS",9000,9.10497985631836
0,82,"White",0,"4+ years college",99000,11.5028751291167
1,40,"Other race, nec",1,"HS",20000,9.90348755253613
0,58,"White",0,"HS",59000,10.9852927228879
0,69,"White",0,"HS",110000,11.6082356447746
0,47,"Chinese",0,"4+ years college",178000,12.0895388292742
0,47,"White",0,"4+ years college",1200,7.09007683577609
0,73,"White",0,"4+ years college",112100,11.6271466090603
1,46,"White",0,"4+ years college",83800,11.3361882864702
1,53,"White",0,"4+ years college",13700,9.52515111181622
0,17,"White",1,"Some HS",3000,8.00636756765025
0,20,"White",1,"Some college",12000,9.39266192877014
0,36,"White",0,"Some college",43400,10.6782147200885
0,80,"White",1,"Some college",115700,11.6587559131818
0,29,"White",0,"4+ years college",93000,11.4403547721354
1,60,"White",0,"Some college",28500,10.2576593662567
1,34,"American Indian or Alaska Native",0,"HS",34600,10.4516089610458
0,72,"White",0,"HS",1510,7.31986492980897
1,42,"White",0,"4+ years college",90000,11.4075649493124
1,49,"White",0,"4+ years college",50000,10.8197782844103
0,60,"White",1,"Some college",80000,11.289781913656
0,43,"White",1,"HS",43200,10.6735957742322
1,66,"Black/African American/Negro",0,"HS",62000,11.0348896640272
1,70,"White",0,"HS",26200,10.1735146897492
1,63,"White",0,"Some college",23000,10.0432494949113
1,69,"White",0,"HS",49000,10.7995755770928
0,63,"Black/African American/Negro",0,"Some HS",3800,8.24275634571448
1,20,"Black/African American/Negro",0,"HS",25000,10.1266311038503
1,46,"Black/African American/Negro",0,"Some college",15000,9.61580548008435
0,62,"White",0,"Some college",9500,9.15904707758863
1,49,"White",0,"Some college",72200,11.1871953248809
1,37,"White",0,"Some college",10000,9.21034037197618
0,17,"White",0,"Some HS",2000,7.60090245954208
0,65,"White",1,"Some college",92000,11.4295438560312
0,59,"White",0,"4+ years college",126000,11.7440371859336
0,72,"Black/African American/Negro",0,"HS",18000,9.7981270368783
1,79,"White",0,"HS",13200,9.48797210857446
1,31,"White",1,"HS",27000,10.2035921449865
1,51,"Black/African American/Negro",0,"Some college",1500,7.3132203870903
1,40,"White",0,"Some college",80000,11.289781913656
0,71,"White",0,"4+ years college",44700,10.7077287806017
0,33,"White",0,"4+ years college",125000,11.7360690162844
0,22,"Black/African American/Negro",0,"HS",35000,10.4631033404715
0,66,"White",0,"4+ years college",8000,8.98719682066197
0,67,"American Indian or Alaska Native",0,"Some college",65900,11.0958937204906
0,27,"White",0,"Some college",48000,10.77895628989
1,53,"White",0,"4+ years college",82000,11.3144745262464
1,57,"Black/African American/Negro",0,"HS",37000,10.5186731916264
0,57,"White",0,"4+ years college",511000,13.1441248691858
1,71,"White",0,"HS",17100,9.74683374249075
1,46,"White",0,"HS",19000,9.85219425814858
1,48,"White",0,"4+ years college",35000,10.4631033404715
1,78,"Black/African American/Negro",0,"4+ years college",35700,10.4829059677677
0,59,"White",0,"HS",77200,11.2541547360129
1,23,"Other Asian or Pacific Islander",0,"4+ years college",20000,9.90348755253613
1,42,"White",0,"4+ years college",97000,11.4824662574855
0,25,"White",0,"4+ years college",15000,9.61580548008435
0,38,"White",0,"4+ years college",135000,11.8130300574206
1,38,"Black/African American/Negro",0,"4+ years college",26100,10.1696905933108
0,16,"White",0,"Some HS",400,5.99146454710798
0,71,"Black/African American/Negro",0,"Some HS",18500,9.82552601106642
1,64,"White",0,"4+ years college",20000,9.90348755253613
0,22,"White",0,"HS",20000,9.90348755253613
1,79,"White",0,"No HS",21600,9.98044859367226
1,40,"Black/African American/Negro",0,"HS",27000,10.2035921449865
1,62,"White",0,"Some college",23700,10.0732303271232
0,34,"White",0,"4+ years college",79700,11.2860248647783
0,28,"Black/African American/Negro",0,"HS",32200,10.3797217315325
0,36,"Other race, nec",1,"No HS",30000,10.3089526606443
1,64,"White",0,"HS",5000,8.51719319141624
0,20,"White",0,"HS",5000,8.51719319141624
1,40,"White",0,"4+ years college",50000,10.8197782844103
0,25,"White",0,"Some college",5400,8.59415423255237
1,39,"Other Asian or Pacific Islander",0,"4+ years college",205000,12.2307652581205
0,65,"White",0,"4+ years college",55000,10.9150884642146
1,65,"White",0,"HS",65000,11.0821425488778
1,26,"White",0,"Some college",46300,10.7428972400743
1,76,"White",0,"HS",209300,12.2515239084341
0,39,"White",0,"4+ years college",56000,10.9331069697173
0,52,"White",1,"HS",43000,10.6689553946757
1,53,"White",0,"4+ years college",60000,11.0020998412042
1,46,"White",0,"Some HS",8400,9.03598698483141
1,43,"White",0,"HS",17000,9.74096862303835
0,28,"White",0,"Some college",38800,10.5661755256114
0,20,"White",0,"Some college",10000,9.21034037197618
1,48,"White",0,"4+ years college",75000,11.2252433925184
1,41,"White",0,"4+ years college",88000,11.3850920934603
1,40,"White",0,"Some college",113000,11.6351430976945
0,42,"White",0,"HS",6200,8.73230457103318
0,30,"Other race, nec",1,"Some college",25000,10.1266311038503
0,27,"White",0,"4+ years college",52000,10.8589989975636
1,54,"White",0,"Some college",20500,9.9281801651265
1,57,"White",0,"4+ years college",2400,7.78322401633604
1,55,"White",0,"4+ years college",210000,12.2548628096996
0,55,"White",0,"Some college",40000,10.5966347330961
0,64,"Chinese",0,"4+ years college",200000,12.2060726455302
1,28,"White",0,"4+ years college",17400,9.76422548520262
1,60,"Black/African American/Negro",0,"HS",18000,9.7981270368783
0,17,"White",0,"Some HS",5000,8.51719319141624
0,20,"Other race, nec",1,"HS",3300,8.10167774745457
0,29,"White",0,"4+ years college",20,2.99573227355399
1,43,"White",0,"HS",25000,10.1266311038503
0,40,"Other race, nec",1,"No HS",560,6.32793678372919
1,87,"White",0,"No HS",26100,10.1696905933108
1,51,"White",0,"HS",12000,9.39266192877014
1,53,"White",0,"No HS",18500,9.82552601106642
1,75,"Other race, nec",1,"No HS",2700,7.90100705199242
0,26,"White",0,"4+ years college",32000,10.3734911817819
1,69,"White",0,"HS",16000,9.68034400122192
1,61,"White",0,"Some college",12700,9.44935727244668
0,25,"White",0,"HS",25000,10.1266311038503
0,60,"White",0,"HS",50250,10.8247658259213
0,86,"Chinese",0,"Some college",14400,9.57498348556409
0,21,"White",1,"Some college",11600,9.35876037709446
0,16,"White",0,"Some HS",4000,8.29404964010203
1,60,"White",1,"HS",42800,10.6642933815699
1,80,"White",0,"No HS",9000,9.10497985631836
1,63,"White",0,"4+ years college",131200,11.7844781554921
1,46,"Black/African American/Negro",0,"HS",39000,10.5713169251118
1,43,"White",1,"4+ years college",90000,11.4075649493124
0,59,"White",0,"4+ years college",103000,11.5424842672118
0,33,"White",0,"4+ years college",28700,10.2646524017477
1,51,"Other Asian or Pacific Islander",0,"4+ years college",65000,11.0821425488778
1,62,"Black/African American/Negro",0,"HS",17400,9.76422548520262
1,18,"White",0,"HS",3000,8.00636756765025
1,78,"White",0,"HS",17400,9.76422548520262
1,23,"White",1,"Some college",12000,9.39266192877014
1,66,"Other Asian or Pacific Islander",0,"HS",24000,10.0858091093301
1,49,"White",0,"HS",3000,8.00636756765025
0,54,"White",0,"HS",35000,10.4631033404715
0,45,"White",0,"4+ years college",30000,10.3089526606443
0,28,"White",0,"HS",20000,9.90348755253613
0,79,"White",0,"HS",58600,10.9784899755651
1,31,"White",0,"4+ years college",58000,10.9681982895286
1,66,"White",0,"4+ years college",34000,10.4341158035983
0,47,"White",0,"4+ years college",700,6.5510803350434
0,23,"Other race, nec",1,"4+ years college",8000,8.98719682066197
1,37,"White",1,"HS",22000,9.99879773234045
0,69,"White",0,"4+ years college",104000,11.5521461781235
0,44,"White",0,"4+ years college",110000,11.6082356447746
1,63,"White",0,"HS",42000,10.6454248972655
1,83,"White",0,"HS",11000,9.30565055178051
1,32,"White",1,"HS",54000,10.8967393255464
1,39,"White",0,"Some college",24000,10.0858091093301
1,33,"White",0,"Some college",19100,9.85744361403472
1,21,"White",0,"Some college",15000,9.61580548008435
1,43,"White",0,"4+ years college",45000,10.7144177687525
0,44,"Other race, nec",1,"No HS",50000,10.8197782844103
1,62,"White",0,"Some college",12010,9.39349491507403
1,27,"White",1,"4+ years college",30000,10.3089526606443
1,47,"White",1,"No HS",30000,10.3089526606443
0,68,"White",0,"HS",24300,10.0982316293286
1,75,"White",0,"Some HS",24000,10.0858091093301
0,44,"White",0,"Some college",83000,11.3265958867787
1,43,"American Indian or Alaska Native",0,"4+ years college",190000,12.1547793511426
0,25,"Other race, nec",1,"HS",20000,9.90348755253613
0,60,"White",0,"HS",1400,7.24422751560335
0,37,"White",0,"4+ years college",190000,12.1547793511426
1,46,"Black/African American/Negro",0,"Some college",25800,10.1581297709097
1,66,"Other Asian or Pacific Islander",0,"4+ years college",25000,10.1266311038503
1,74,"White",0,"HS",16600,9.71715797434464
1,21,"Black/African American/Negro",0,"Some college",9400,9.14846496825809
0,64,"White",0,"HS",9600,9.16951837745593
1,71,"White",0,"4+ years college",8800,9.0825070004663
